timestamp,value
0,192
1,313
2,847
3,1022
4,1023
5,1022
6,1022
7,1022
8,1023
9,1020
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,193
21,312
22,847
23,1022
24,1023
25,1022
26,1022
27,1022
28,1022
29,1021
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,196
41,313
42,841
43,1022
44,1023
45,1023
46,1022
47,1022
48,1022
49,1021
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,192
61,310
62,834
63,1022
64,1022
65,1022
66,1022
67,1022
68,1022
69,1021
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,189
81,308
82,829
83,1022
84,1022
85,1022
86,1022
87,1022
88,1022
89,1021
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,192
101,312
102,827
103,1023
104,1022
105,1022
106,1023
107,1022
108,1022
109,1022
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,198
121,316
122,828
123,1023
124,1023
125,1022
126,1023
127,1022
128,1022
129,1022
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,196
141,315
142,825
143,1022
144,1022
145,1022
146,1023
147,1023
148,1022
149,1022
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,198
161,317
162,826
163,1022
164,1023
165,1023
166,1023
167,1022
168,1022
169,1022
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,200
181,317
182,826
183,1022
184,1023
185,1023
186,1022
187,1023
188,1022
189,1022
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,190
201,312
202,814
203,1023
204,1022
205,1022
206,1022
207,1023
208,1023
209,1022
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,198
221,318
222,817
223,1023
224,1022
225,1022
226,1022
227,1022
228,1023
229,1022
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,192
241,311
242,807
243,1022
244,1023
245,1022
246,1023
247,1022
248,1022
249,1022
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,189
261,311
262,797
263,1022
264,1022
265,1022
266,1023
267,1022
268,1022
269,1022
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,191
281,313
282,798
283,1022
284,1022
285,1022
286,1023
287,1023
288,1022
289,1022
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,191
301,311
302,793
303,1022
304,1022
305,1022
306,1023
307,1023
308,1023
309,1022
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,192
321,315
322,789
323,1023
324,1023
325,1022
326,1022
327,1022
328,1022
329,1022
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,191
341,312
342,788
343,1022
344,1022
345,1022
346,1022
347,1023
348,1022
349,1022
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,184
361,306
362,772
363,1022
364,1023
365,1023
366,1022
367,1023
368,1022
369,1022
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,188
381,310
382,775
383,1022
384,1022
385,1023
386,1022
387,1023
388,1022
389,1022
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,185
401,306
402,772
403,1022
404,1022
405,1023
406,1023
407,1023
408,1022
409,1022
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,185
421,302
422,759
423,1022
424,1022
425,1023
426,1022
427,1023
428,1023
429,1022
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,177
441,297
442,751
443,1022
444,1023
445,1022
446,1022
447,1022
448,1023
449,1022
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,179
461,301
462,746
463,1022
464,1022
465,1022
466,1023
467,1022
468,1022
469,1022
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,176
481,298
482,736
483,1022
484,1023
485,1022
486,1023
487,1022
488,1022
489,1022
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,179
501,304
502,744
503,1022
504,1023
505,1022
506,1022
507,1022
508,1022
509,1022
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,177
521,299
522,733
523,1022
524,1023
525,1022
526,1022
527,1022
528,1022
529,1022
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,176
541,300
542,729
543,1023
544,1023
545,1022
546,1022
547,1022
548,1022
549,1022
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,176
561,297
562,722
563,1022
564,1022
565,1023
566,1023
567,1022
568,1023
569,1022
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,175
581,300
582,720
583,1022
584,1022
585,1022
586,1022
587,1023
588,1023
589,1022
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,178
601,299
602,713
603,1022
604,1022
605,1022
606,1023
607,1022
608,1022
609,1022
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,172
621,295
622,705
623,1022
624,1023
625,1022
626,1023
627,1023
628,1022
629,1022
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,174
641,291
642,689
643,1022
644,1022
645,1023
646,1022
647,1022
648,1023
649,1022
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,175
661,297
662,697
663,1022
664,1022
665,1022
666,1022
667,1023
668,1023
669,1022
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,176
681,299
682,688
683,1022
684,1023
685,1022
686,1023
687,1023
688,1022
689,1022
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,169
701,295
702,683
703,1022
704,1022
705,1022
706,1023
707,1022
708,1022
709,1022
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,177
721,305
722,688
723,1022
724,1022
725,1022
726,1022
727,1022
728,1022
729,1022
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,171
741,297
742,679
743,1022
744,1022
745,1022
746,1023
747,1022
748,1022
749,1022
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,172
761,302
762,677
763,1022
764,1022
765,1023
766,1022
767,1022
768,1023
769,1022
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,172
781,298
782,668
783,1023
784,1022
785,1022
786,1022
787,1023
788,1023
789,1022
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,167
801,295
802,660
803,1023
804,1022
805,1022
806,1023
807,1023
808,1022
809,1022
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,172
821,295
822,655
823,1022
824,1023
825,1022
826,1022
827,1022
828,1023
829,1022
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,170
841,302
842,662
843,1022
844,1023
845,1023
846,1022
847,1023
848,1022
849,1022
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,160
861,283
862,628
863,1022
864,1022
865,1022
866,1022
867,1022
868,1022
869,1022
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,160
881,287
882,630
883,1022
884,1023
885,1022
886,1023
887,1023
888,1022
889,1022
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,156
901,283
902,615
903,1022
904,1022
905,1022
906,1022
907,1023
908,1023
909,1022
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,151
921,278
922,611
923,1023
924,1022
925,1022
926,1022
927,1022
928,1022
929,1022
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,151
941,281
942,606
943,1023
944,1022
945,1022
946,1022
947,1022
948,1023
949,1023
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,145
961,275
962,598
963,1022
964,1023
965,1023
966,1022
967,1023
968,1022
969,1022
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,148
981,281
982,600
983,1022
984,1022
985,1022
986,1022
987,1022
988,1022
989,1023
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,160
1001,291
1002,611
1003,1022
1004,1023
1005,1023
1006,1023
1007,1023
1008,1022
1009,1022
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,143
1021,274
1022,588
1023,1022
1024,1022
1025,1022
1026,1022
1027,1022
1028,1022
1029,1022
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,156
1041,284
1042,589
1043,1022
1044,1022
1045,1023
1046,1023
1047,1023
1048,1023
1049,1022
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,164
1061,290
1062,592
1063,1023
1064,1023
1065,1022
1066,1022
1067,1023
1068,1023
1069,1022
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,163
1081,287
1082,577
1083,1022
1084,1023
1085,1022
1086,1022
1087,1023
1088,1022
1089,1022
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,159
1101,289
1102,580
1103,1022
1104,1022
1105,1022
1106,1023
1107,1023
1108,1022
1109,1023
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,161
1121,287
1122,570
1123,1022
1124,1022
1125,1023
1126,1023
1127,1022
1128,1022
1129,1022
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,153
1141,284
1142,560
1143,1022
1144,1022
1145,1022
1146,1022
1147,1022
1148,1022
1149,1022
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,155
1161,286
1162,564
1163,1023
1164,1022
1165,1023
1166,1023
1167,1023
1168,1022
1169,1023
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,156
1181,289
1182,561
1183,1022
1184,1022
1185,1022
1186,1022
1187,1023
1188,1023
1189,1023
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,155
1201,289
1202,556
1203,1022
1204,1023
1205,1022
1206,1023
1207,1023
1208,1022
1209,1022
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,156
1221,288
1222,554
1223,1023
1224,1023
1225,1022
1226,1023
1227,1022
1228,1022
1229,1023
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,154
1241,288
1242,547
1243,1023
1244,1022
1245,1023
1246,1023
1247,1022
1248,1022
1249,1022
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,156
1261,291
1262,543
1263,1023
1264,1022
1265,1022
1266,1022
1267,1022
1268,1023
1269,1022
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,159
1281,292
1282,543
1283,1023
1284,1022
1285,1023
1286,1022
1287,1022
1288,1022
1289,1022
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,156
1301,288
1302,535
1303,1023
1304,1022
1305,1023
1306,1022
1307,1022
1308,1022
1309,1023
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,153
1321,287
1322,533
1323,1022
1324,1022
1325,1023
1326,1022
1327,1022
1328,1022
1329,1022
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,153
1341,288
1342,525
1343,1022
1344,1023
1345,1022
1346,1023
1347,1022
1348,1022
1349,1023
1350,2
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,136
1361,275
1362,512
1363,1022
1364,1023
1365,1022
1366,1022
1367,1022
1368,1022
1369,1023
1370,8
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,147
1381,281
1382,513
1383,1022
1384,1023
1385,1022
1386,1022
1387,1022
1388,1022
1389,1022
1390,14
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,144
1401,280
1402,508
1403,1023
1404,1022
1405,1022
1406,1022
1407,1022
1408,1022
1409,1023
1410,15
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,143
1421,279
1422,499
1423,1022
1424,1022
1425,1022
1426,1023
1427,1022
1428,1022
1429,1023
1430,31
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,140
1441,279
1442,495
1443,1022
1444,1023
1445,1023
1446,1022
1447,1022
1448,1022
1449,1022
1450,29
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,136
1461,276
1462,490
1463,1022
1464,1023
1465,1022
1466,1022
1467,1022
1468,1022
1469,1023
1470,48
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,137
1481,274
1482,485
1483,1023
1484,1022
1485,1022
1486,1022
1487,1022
1488,1022
1489,1022
1490,49
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,135
1501,274
1502,481
1503,1022
1504,1022
1505,1022
1506,1022
1507,1022
1508,1023
1509,1022
1510,63
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,142
1521,282
1522,482
1523,1022
1524,1023
1525,1022
1526,1023
1527,1022
1528,1023
1529,1022
1530,67
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,141
1541,280
1542,482
1543,1022
1544,1023
1545,1022
1546,1022
1547,1022
1548,1022
1549,1023
1550,82
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,132
1561,271
1562,465
1563,1022
1564,1023
1565,1022
1566,1023
1567,1022
1568,1022
1569,1023
1570,94
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,126
1581,265
1582,457
1583,1022
1584,1022
1585,1023
1586,1023
1587,1022
1588,1022
1589,1022
1590,97
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,127
1601,265
1602,456
1603,1022
1604,1022
1605,1022
1606,1023
1607,1023
1608,1022
1609,1022
1610,105
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,129
1621,268
1622,453
1623,1022
1624,1022
1625,1023
1626,1023
1627,1023
1628,1022
1629,1022
1630,119
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,128
1641,272
1642,449
1643,1022
1644,1022
1645,1023
1646,1023
1647,1023
1648,1022
1649,1022
1650,132
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,127
1661,271
1662,449
1663,1022
1664,1023
1665,1023
1666,1022
1667,1022
1668,1022
1669,1023
1670,137
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,124
1681,268
1682,442
1683,1022
1684,1022
1685,1023
1686,1023
1687,1023
1688,1023
1689,1022
1690,153
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,126
1701,269
1702,441
1703,1023
1704,1022
1705,1022
1706,1022
1707,1023
1708,1022
1709,1022
1710,161
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,126
1721,274
1722,445
1723,1023
1724,1022
1725,1023
1726,1022
1727,1023
1728,1023
1729,1022
1730,161
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,120
1741,266
1742,434
1743,1023
1744,1023
1745,1022
1746,1022
1747,1023
1748,1023
1749,1022
1750,179
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,122
1761,270
1762,435
1763,1022
1764,1022
1765,1023
1766,1023
1767,1022
1768,1023
1769,1022
1770,188
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,118
1781,267
1782,430
1783,1022
1784,1022
1785,1022
1786,1022
1787,1022
1788,1022
1789,1023
1790,199
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,118
1801,263
1802,420
1803,1022
1804,1023
1805,1022
1806,1022
1807,1022
1808,1022
1809,1023
1810,212
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,122
1821,266
1822,418
1823,1022
1824,1023
1825,1022
1826,1022
1827,1022
1828,1022
1829,1023
1830,211
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,107
1841,254
1842,401
1843,1022
1844,1023
1845,1023
1846,1022
1847,1022
1848,1023
1849,1022
1850,222
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,108
1861,256
1862,405
1863,1022
1864,1022
1865,1022
1866,1022
1867,1022
1868,1023
1869,1023
1870,241
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,109
1881,263
1882,415
1883,1023
1884,1023
1885,1023
1886,1023
1887,1022
1888,1023
1889,1022
1890,238
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,108
1901,263
1902,412
1903,1022
1904,1023
1905,1022
1906,1022
1907,1022
1908,1022
1909,1023
1910,271
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,114
1921,267
1922,409
1923,1022
1924,1023
1925,1023
1926,1023
1927,1023
1928,1022
1929,1023
1930,274
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,105
1941,259
1942,399
1943,1022
1944,1023
1945,1023
1946,1022
1947,1022
1948,1022
1949,1023
1950,286
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,97
1961,250
1962,388
1963,1022
1964,1023
1965,1023
1966,1022
1967,1022
1968,1022
1969,1023
1970,290
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,98
1981,252
1982,394
1983,1022
1984,1023
1985,1023
1986,1022
1987,1023
1988,1022
1989,1023
1990,312
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,112
2001,263
2002,399
2003,1022
2004,1022
2005,1022
2006,1023
2007,1023
2008,1023
2009,1022
2010,325
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,110
2021,265
2022,400
2023,1022
2024,1023
2025,1022
2026,1022
2027,1022
2028,1023
2029,1023
2030,339
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,109
2041,259
2042,387
2043,1022
2044,1023
2045,1022
2046,1023
2047,1022
2048,1022
2049,1023
2050,347
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,99
2061,254
2062,383
2063,1022
2064,1022
2065,1022
2066,1023
2067,1022
2068,1022
2069,1022
2070,356
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,97
2081,253
2082,378
2083,1023
2084,1022
2085,1022
2086,1022
2087,1022
2088,1022
2089,1023
2090,363
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,92
2101,250
2102,381
2103,1023
2104,1022
2105,1022
2106,1022
2107,1022
2108,1023
2109,1023
2110,371
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,94
2121,253
2122,375
2123,1022
2124,1022
2125,1023
2126,1022
2127,1023
2128,1023
2129,1023
2130,395
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,86
2141,248
2142,372
2143,1022
2144,1023
2145,1022
2146,1022
2147,1022
2148,1022
2149,1023
2150,398
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,87
2161,252
2162,378
2163,1022
2164,1023
2165,1022
2166,1023
2167,1022
2168,1022
2169,1023
2170,408
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,81
2181,241
2182,366
2183,1023
2184,1022
2185,1022
2186,1023
2187,1022
2188,1023
2189,1022
2190,411
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,79
2201,237
2202,366
2203,1022
2204,1022
2205,1023
2206,1023
2207,1022
2208,1022
2209,1022
2210,423
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,80
2221,239
2222,360
2223,1022
2224,1022
2225,1022
2226,1023
2227,1022
2228,1022
2229,1023
2230,425
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,73
2241,235
2242,358
2243,1023
2244,1022
2245,1023
2246,1023
2247,1022
2248,1022
2249,1023
2250,442
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,79
2261,232
2262,354
2263,1022
2264,1023
2265,1022
2266,1022
2267,1022
2268,1022
2269,1023
2270,444
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,67
2281,229
2282,348
2283,1022
2284,1023
2285,1023
2286,1022
2287,1022
2288,1022
2289,1023
2290,460
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,72
2301,231
2302,347
2303,1022
2304,1023
2305,1022
2306,1022
2307,1023
2308,1022
2309,1022
2310,472
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,78
2321,238
2322,358
2323,1022
2324,1022
2325,1023
2326,1023
2327,1023
2328,1023
2329,1022
2330,483
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,81
2341,246
2342,360
2343,1022
2344,1022
2345,1022
2346,1023
2347,1022
2348,1023
2349,1022
2350,503
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,72
2361,238
2362,360
2363,1022
2364,1022
2365,1022
2366,1023
2367,1022
2368,1022
2369,1022
2370,491
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,68
2381,239
2382,363
2383,1022
2384,1023
2385,1022
2386,1022
2387,1022
2388,1022
2389,1023
2390,512
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,60
2401,223
2402,343
2403,1022
2404,1023
2405,1023
2406,1023
2407,1023
2408,1022
2409,1023
2410,517
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,60
2421,228
2422,350
2423,1022
2424,1022
2425,1022
2426,1022
2427,1022
2428,1023
2429,1023
2430,538
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,61
2441,224
2442,344
2443,1023
2444,1022
2445,1022
2446,1022
2447,1023
2448,1022
2449,1022
2450,537
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,60
2461,226
2462,348
2463,1022
2464,1023
2465,1022
2466,1022
2467,1022
2468,1023
2469,1022
2470,558
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,66
2481,225
2482,342
2483,1022
2484,1022
2485,1022
2486,1022
2487,1022
2488,1022
2489,1023
2490,561
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,59
2501,226
2502,344
2503,1022
2504,1022
2505,1022
2506,1022
2507,1023
2508,1022
2509,1023
2510,578
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,64
2521,231
2522,348
2523,1022
2524,1023
2525,1023
2526,1023
2527,1022
2528,1022
2529,1023
2530,584
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,59
2541,227
2542,345
2543,1022
2544,1022
2545,1023
2546,1022
2547,1023
2548,1023
2549,1023
2550,594
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,60
2561,231
2562,344
2563,1022
2564,1022
2565,1023
2566,1023
2567,1023
2568,1023
2569,1022
2570,603
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,48
2581,217
2582,334
2583,1022
2584,1022
2585,1023
2586,1022
2587,1022
2588,1023
2589,1022
2590,611
2591,0
2592,0
2593,0
2594,0
2595,0
